,No of Bedrooms,No of Bathrooms,Lot Area (in Sqft),No of Floors,No_of_Times_Visited,Condition_of_the_House,Overall Grade,Area of the House from Basement (in Sqft),Basement Area (in Sqft),Age of House (in Years),Renovated Year,Longitude,Living Area after Renovation (in Sqft),Lot Area after Renovation (in Sqft),no_of_years(house sold),house_is,Zipcode_table_Zipcode_2,Zipcode_table_Zipcode_3,Zipcode_table_Zipcode_4,Zipcode_table_Zipcode_5,Zipcode_table_Zipcode_6,Zipcode_table_Zipcode_7,Zipcode_table_Zipcode_8,Zipcode_table_Zipcode_9,Zipcode_table_Zipcode_10,sale_price
9709,4,2.5,3808.0,2.0,0,2,8,2070.0,0,15,0,-122.12,1900.0,2992,6,1,0,1,0,0,0,0,0,0,0,348000.0
9710,3,3.25,5600.0,2.0,2,2,9,2220.0,810,113,2005,-122.292,2040.0,6600,6,2,0,0,0,1,0,0,0,0,0,806525.0
9711,4,3.0,18948.0,2.0,0,2,10,3610.0,0,25,0,-122.342,3568.0,18948,6,1,0,0,0,0,0,0,0,0,0,510000.0
9712,3,1.5,6805.0,1.0,0,2,7,1040.0,480,37,0,-122.367,1440.0,7041,6,1,0,0,0,0,0,0,0,0,0,265000.0
9713,3,2.75,4815.0,3.0,2,2,10,2780.0,0,44,0,-122.286,2820.0,5000,5,1,0,0,0,0,0,0,1,0,0,806525.0
9714,4,4.0,871200.0,2.0,0,2,10,3605.0,1940,15,0,-121.882,3420.0,871200,6,1,0,0,1,0,0,0,0,0,0,806525.0
9715,3,1.75,8384.0,1.0,0,2,8,1590.0,1000,47,0,-122.199,2590.0,8800,5,1,0,0,0,1,0,0,0,0,0,485000.0
9716,4,1.0,5217.0,1.5,0,2,7,1150.0,0,67,0,-122.287,1220.0,5217,6,2,0,0,0,0,0,1,0,0,0,489000.0
9717,2,1.0,5120.0,1.0,0,3,7,920.0,0,66,0,-122.394,1190.0,5120,6,2,0,0,0,0,1,0,0,0,0,400000.0
9718,3,2.5,3600.0,2.0,0,2,9,2110.0,0,13,0,-122.082,2540.0,4384,5,1,0,0,0,0,0,1,0,0,0,638000.0
9719,3,1.75,8740.0,1.0,0,2,7,1170.0,0,50,0,-122.117,1870.0,8448,5,1,0,0,0,0,0,1,0,0,0,440000.0
9720,6,2.0,8240.0,1.0,0,1,7,1200.0,700,54,0,-122.296,1900.0,8240,5,2,0,0,1,0,0,0,0,0,0,305000.0
9721,6,2.0,8240.0,1.0,0,1,7,1200.0,700,54,0,-122.296,1900.0,8240,6,2,0,0,1,0,0,0,0,0,0,649950.0
9722,4,2.5,6012.0,2.0,0,2,9,3290.0,0,13,0,-121.98,3210.0,6005,6,1,0,0,0,0,0,0,0,1,0,680000.0
9723,4,2.5,22050.0,2.0,0,2,9,2660.0,0,22,0,-122.125,3060.0,21111,5,1,0,0,0,1,0,0,0,0,0,629000.0
9724,3,2.5,7584.0,2.0,0,2,8,2160.0,0,30,0,-122.014,2160.0,7372,5,1,0,0,0,0,0,1,0,0,0,555000.0
9725,4,2.75,35362.0,2.0,0,3,8,2700.0,0,42,0,-122.094,2810.0,35915,5,1,0,0,0,0,0,1,0,0,0,669000.0
9726,3,2.5,6608.0,2.0,0,2,8,1980.0,0,24,0,-122.213,2150.0,7495,5,1,1,0,0,0,0,0,0,0,0,272000.0
9727,4,2.25,9900.0,1.0,0,2,7,1600.0,1000,53,0,-122.237,1770.0,11250,5,2,1,0,0,0,0,0,0,0,0,270000.0
9728,3,1.0,9775.0,1.0,0,2,6,1280.0,0,54,0,-122.334,1230.0,8750,6,2,1,0,0,0,0,0,0,0,0,215000.0
9729,3,1.5,17707.0,1.0,0,2,7,1180.0,530,71,0,-122.216,2590.0,9508,6,2,0,0,0,0,0,0,0,0,1,690000.0
9730,4,1.75,6825.0,1.0,2,2,7,1270.0,0,68,0,-122.242,1800.0,6930,6,2,1,0,0,0,0,0,0,0,0,256000.0
9731,3,2.25,7314.0,1.0,0,2,7,1100.0,790,37,0,-122.172,1520.0,7676,6,1,1,0,0,0,0,0,0,0,0,255000.0
9732,7,4.0,8100.0,2.0,0,2,7,3440.0,0,48,0,-122.349,1420.0,1560,5,1,0,0,0,0,1,0,0,0,0,550000.0
9733,3,1.0,5280.0,1.0,0,2,7,1190.0,0,61,0,-122.383,1280.0,5280,6,2,1,0,0,0,0,0,0,0,0,410000.0
9734,2,1.0,4366.0,1.0,0,2,7,1030.0,0,106,0,-122.384,1890.0,4499,5,2,0,0,0,0,1,0,0,0,0,410000.0
9735,3,1.75,4000.0,1.0,0,2,7,1240.0,0,32,0,-122.191,1570.0,4586,5,1,1,0,0,0,0,0,0,0,0,259000.0
9736,3,1.0,21183.0,1.0,0,2,7,1030.0,700,63,0,-122.332,1610.0,13000,6,2,0,0,0,0,0,0,0,0,0,292000.0
9737,4,3.5,12500.0,2.0,2,2,10,4610.0,0,15,0,-122.203,2340.0,11538,5,1,0,0,0,0,0,0,1,0,0,806525.0
9738,5,1.0,5000.0,1.5,0,2,7,1190.0,400,89,0,-122.381,1590.0,5000,5,2,0,0,0,0,1,0,0,0,0,518000.0
9739,3,2.5,3097.0,2.0,0,2,8,1760.0,0,26,0,-121.996,1760.0,3285,6,1,0,0,0,0,0,1,0,0,0,485000.0
9740,3,2.0,35060.0,1.0,0,2,7,1330.0,0,29,0,-122.13,1660.0,35100,6,1,1,0,0,0,0,0,0,0,0,259500.0
9741,4,2.5,5420.0,2.0,0,2,8,2340.0,0,15,0,-122.029,2420.0,6252,6,1,0,1,0,0,0,0,0,0,0,354000.0
9742,3,2.25,22464.0,2.0,0,3,8,2330.0,1410,52,0,-122.196,2680.0,19564,6,2,0,0,0,0,0,0,0,0,1,806525.0
9743,3,1.75,10466.0,1.0,0,3,7,1150.0,0,59,0,-122.177,1350.0,10384,5,2,0,0,0,0,0,0,1,0,0,464500.0
9744,3,2.5,4200.0,2.0,0,2,7,1750.0,0,13,0,-122.04,1890.0,4048,5,1,0,1,0,0,0,0,0,0,0,300000.0
9745,3,2.75,7216.0,2.0,1,2,8,3260.0,630,51,2010,-122.266,2490.0,9920,5,2,0,1,0,0,0,0,0,0,0,806525.0
9746,4,2.5,6666.0,2.0,0,2,7,1770.0,0,29,0,-122.349,1780.0,6666,5,1,0,0,0,0,0,0,0,0,0,309950.0
9747,3,1.0,3700.0,1.5,0,2,7,1160.0,0,109,0,-122.359,1340.0,3750,5,2,1,0,0,0,0,0,0,0,0,315000.0
9748,3,1.0,5580.0,1.5,0,2,7,1440.0,0,110,0,-122.326,2010.0,5580,5,2,0,0,0,0,0,1,0,0,0,499950.0
9749,4,2.0,4800.0,1.0,2,2,8,1400.0,1200,65,0,-122.371,2050.0,3505,5,2,0,0,0,0,0,0,1,0,0,780000.0
9750,3,3.25,16090.0,1.0,2,2,8,1960.0,680,42,0,-122.213,3690.0,15000,5,1,0,0,0,0,0,0,0,0,1,806525.0
9751,2,1.0,3885.0,1.5,0,2,7,1010.0,0,112,1990,-122.304,1770.0,4200,5,2,0,0,0,0,0,0,0,1,0,500000.0
9752,3,2.0,6755.0,1.0,2,2,8,1840.0,0,29,0,-122.305,1790.0,6459,5,1,1,0,0,0,0,0,0,0,0,329000.0
9753,4,1.75,7455.0,1.0,0,2,7,1020.0,700,55,0,-122.182,1720.0,7700,5,2,0,1,0,0,0,0,0,0,0,246000.0
9754,3,1.5,9600.0,1.0,0,2,7,1280.0,0,58,0,-122.163,1510.0,10005,5,2,0,0,0,0,0,0,1,0,0,405000.0
9755,4,1.75,7800.0,1.0,0,3,7,1120.0,580,37,0,-122.158,1560.0,7800,5,1,0,0,0,1,0,0,0,0,0,349000.0
9756,4,2.5,12062.0,2.0,0,2,8,1980.0,0,26,0,-122.167,2300.0,7902,6,1,1,0,0,0,0,0,0,0,0,374950.0
9757,3,2.0,7217.0,1.0,0,2,7,1160.0,0,49,0,-122.227,1870.0,9104,5,1,0,0,0,1,0,0,0,0,0,306000.0
9758,4,1.75,7840.0,1.0,0,2,7,990.0,990,57,0,-122.115,1520.0,8400,5,2,0,0,0,0,1,0,0,0,0,416000.0
9759,3,2.5,12476.0,2.0,0,2,8,1960.0,0,29,0,-122.172,2450.0,12177,5,1,0,0,1,0,0,0,0,0,0,560000.0
9760,3,1.5,20700.0,1.0,0,1,7,1150.0,120,70,0,-122.296,1990.0,15000,5,2,0,1,0,0,0,0,0,0,0,260000.0
9761,3,2.25,38377.0,1.0,0,2,8,1560.0,500,40,0,-122.319,2080.0,60513,5,1,1,0,0,0,0,0,0,0,0,306500.0
9762,3,1.75,11274.0,1.0,0,2,7,1480.0,500,50,0,-122.167,1520.0,8010,5,1,0,1,0,0,0,0,0,0,0,299950.0
9763,3,2.5,8977.0,1.0,0,2,8,1450.0,0,28,0,-122.214,2410.0,8850,6,1,1,0,0,0,0,0,0,0,0,265500.0
9764,3,1.5,12000.0,1.0,0,2,7,1200.0,0,32,0,-122.245,1200.0,9405,5,1,0,0,0,0,0,0,0,0,0,219000.0
9765,3,1.75,17349.0,1.0,0,2,8,1230.0,600,41,0,-122.109,1840.0,11694,6,1,0,0,0,0,1,0,0,0,0,365000.0
9766,3,2.0,42689.0,1.5,0,2,7,2090.0,0,59,1998,-121.944,1890.0,18276,5,2,0,0,1,0,0,0,0,0,0,499000.0
9767,3,1.75,8301.0,1.0,0,2,7,1510.0,0,51,0,-122.222,1460.0,7910,5,2,0,0,0,1,0,0,0,0,0,366000.0
9768,3,2.25,1264.0,3.0,0,2,8,1310.0,0,4,0,-122.366,1330.0,2183,6,0,0,0,0,0,1,0,0,0,0,514950.0
9769,4,2.75,10669.0,2.0,0,2,10,3790.0,0,19,0,-121.983,3750.0,11634,5,1,0,0,0,0,0,0,0,1,0,806525.0
9770,3,2.25,8800.0,1.0,0,3,8,2240.0,0,61,0,-122.172,2240.0,8800,6,2,0,0,0,0,0,0,0,1,0,806525.0
9771,4,3.25,7266.0,2.0,0,2,9,2060.0,680,15,0,-122.066,3030.0,6546,5,1,0,0,0,0,1,0,0,0,0,689900.0
9772,3,2.5,10763.0,2.0,0,2,7,1660.0,0,24,0,-122.029,2010.0,7983,5,1,0,1,0,0,0,0,0,0,0,315000.0
9773,0,0.0,8049.0,2.0,0,2,8,2460.0,0,28,0,-122.168,2520.0,8050,6,1,1,0,0,0,0,0,0,0,0,355000.0
9774,3,1.0,7284.0,1.0,0,2,7,970.0,510,55,0,-122.353,2020.0,7920,5,2,0,1,0,0,0,0,0,0,0,336500.0
9775,3,2.75,4050.0,1.5,0,3,8,1750.0,890,92,0,-122.281,1920.0,3600,5,2,0,0,0,0,0,0,0,1,0,806525.0
9776,6,2.0,8057.0,1.0,0,2,7,1170.0,730,59,0,-122.335,2090.0,8626,5,2,0,1,0,0,0,0,0,0,0,375000.0
9777,3,2.0,24046.0,1.0,0,2,9,1700.0,1160,33,0,-121.904,1460.0,13648,5,1,0,0,1,0,0,0,0,0,0,289275.0
9778,4,3.5,6000.0,2.0,0,2,8,3440.0,0,16,0,-122.331,1660.0,7800,5,1,1,0,0,0,0,0,0,0,0,455000.0
9779,3,1.75,10695.0,1.0,2,2,8,1640.0,0,43,0,-122.222,2790.0,9775,5,1,0,0,0,1,0,0,0,0,0,505000.0
9780,3,1.0,3350.0,1.5,0,2,7,1450.0,0,99,0,-122.378,1340.0,4255,5,2,0,0,1,0,0,0,0,0,0,450000.0
9781,3,2.5,7398.0,2.0,0,2,8,2300.0,0,17,0,-121.876,2580.0,6983,5,1,0,0,0,1,0,0,0,0,0,567500.0
9782,3,1.5,8505.0,1.0,0,2,7,1460.0,0,63,0,-122.195,1580.0,8505,5,2,1,0,0,0,0,0,0,0,0,265000.0
9783,3,2.0,14992.0,1.0,0,2,8,1570.0,0,17,0,-121.922,1640.0,15000,5,1,0,0,1,0,0,0,0,0,0,340000.0
9784,3,2.0,8885.0,1.5,0,3,6,1540.0,0,79,0,-121.984,1730.0,5000,6,2,0,0,1,0,0,0,0,0,0,375000.0
9785,6,3.0,4218.0,2.0,0,2,8,2200.0,1100,48,0,-122.344,1420.0,4218,5,1,0,0,0,0,1,0,0,0,0,806525.0
9786,4,2.25,11843.0,2.0,0,2,9,2130.0,0,46,0,-122.225,2380.0,11643,5,1,0,0,0,0,0,0,0,0,1,806525.0
9787,3,1.0,9750.0,1.0,0,3,7,1010.0,0,49,0,-122.144,1230.0,9750,5,1,1,0,0,0,0,0,0,0,0,202000.0
9788,4,3.0,12000.0,1.0,0,2,9,2420.0,0,34,0,-122.063,3100.0,13020,5,1,0,0,0,0,0,1,0,0,0,725000.0
9789,3,3.25,33980.0,2.0,0,2,10,3150.0,720,27,0,-122.117,3590.0,10750,6,1,0,0,0,0,0,0,1,0,0,806525.0
9790,2,1.5,6000.0,1.0,0,2,8,1210.0,750,67,0,-122.333,2060.0,6000,6,2,0,0,0,0,1,0,0,0,0,680200.0
9791,3,1.0,9000.0,1.0,0,2,6,1170.0,0,100,0,-121.987,1280.0,8160,6,2,1,0,0,0,0,0,0,0,0,216500.0
9792,3,1.5,7650.0,1.0,0,3,7,1890.0,0,52,0,-122.314,1510.0,7560,5,2,1,0,0,0,0,0,0,0,0,325000.0
9793,3,2.5,4134.0,2.0,0,2,9,2250.0,0,14,0,-122.084,2390.0,4134,5,1,0,0,0,0,0,1,0,0,0,675000.0
9794,2,0.75,16321.0,1.0,1,2,4,750.0,0,82,0,-122.229,3020.0,10625,6,2,0,0,0,1,0,0,0,0,0,435000.0
9795,3,1.75,14000.0,1.0,0,2,7,1050.0,560,41,0,-122.036,1550.0,10080,6,1,0,0,1,0,0,0,0,0,0,263500.0
9796,4,2.25,36256.0,2.0,0,2,8,2590.0,0,40,0,-122.094,2670.0,35657,6,1,0,0,0,0,0,1,0,0,0,550000.0
9797,3,2.5,3750.0,2.0,1,2,9,2520.0,0,23,0,-122.404,2250.0,6200,6,1,0,0,0,0,1,0,0,0,0,806525.0
9798,4,1.0,8400.0,1.0,0,3,7,1340.0,0,52,0,-122.343,1120.0,8400,6,2,0,0,0,0,0,0,0,0,0,246600.0
9799,3,2.25,941.0,3.0,0,2,8,1460.0,0,12,0,-122.356,1490.0,1399,5,1,0,1,0,0,0,0,0,0,0,337000.0
9800,3,1.75,7500.0,1.0,0,2,7,1380.0,0,30,0,-122.045,1530.0,7500,5,1,0,1,0,0,0,0,0,0,0,240000.0
9801,3,1.75,11120.0,1.0,0,2,8,1510.0,0,34,0,-122.158,2660.0,10800,5,1,0,0,0,0,0,0,0,1,0,490000.0
9802,5,2.5,83231.0,1.0,0,2,7,1260.0,1250,43,0,-121.984,2460.0,46431,5,1,0,0,0,0,1,0,0,0,0,510000.0
9803,3,1.0,8008.0,1.0,0,2,7,910.0,0,47,0,-122.22,1480.0,7404,6,1,0,0,0,1,0,0,0,0,0,305000.0
9804,3,2.5,3655.0,2.0,0,2,7,1970.0,0,15,0,-121.984,1970.0,2952,6,1,0,0,1,0,0,0,0,0,0,350000.0
9805,3,1.75,6632.0,1.0,0,2,7,1070.0,470,59,0,-122.252,2510.0,6618,6,2,1,0,0,0,0,0,0,0,0,284200.0
9806,4,2.5,9757.0,2.0,0,3,7,1980.0,0,23,0,-122.019,1610.0,6147,6,1,0,1,0,0,0,0,0,0,0,357000.0
9807,4,2.75,38865.0,1.0,0,2,10,2480.0,670,32,0,-122.106,3150.0,35880,5,1,0,0,0,0,0,1,0,0,0,806525.0
9808,4,2.5,49658.0,2.0,0,2,10,4700.0,0,19,0,-122.022,2870.0,49658,6,1,0,0,0,0,0,0,0,1,0,806525.0
9809,3,2.25,15952.0,1.0,0,2,8,1150.0,1150,55,0,-122.232,2200.0,14284,5,2,0,0,0,0,0,0,0,0,1,806525.0
9810,4,2.25,3000.0,2.0,0,2,8,1760.0,120,109,1977,-122.349,1880.0,3000,5,2,0,0,0,0,1,0,0,0,0,616500.0
9811,4,2.75,3750.0,2.0,0,3,7,1840.0,800,107,0,-122.363,1690.0,5000,5,2,0,0,0,0,1,0,0,0,0,750000.0
9812,6,4.5,9100.0,2.0,0,2,8,2870.0,1030,39,0,-122.137,2080.0,9216,5,1,0,0,0,0,0,1,0,0,0,650000.0
9813,4,2.25,10050.0,1.0,0,2,8,1420.0,1250,56,0,-122.28,2190.0,10050,5,2,0,0,0,0,0,0,0,0,0,275000.0
9814,4,1.75,4280.0,1.0,0,2,7,920.0,920,100,0,-122.32,1660.0,4280,5,2,0,0,0,0,0,0,1,0,0,540000.0
9815,3,1.0,10665.0,1.0,0,2,6,1120.0,0,57,0,-122.274,1240.0,10639,5,2,0,0,0,0,0,0,0,0,0,225000.0
9816,4,2.5,9072.0,2.0,0,2,10,2970.0,0,27,0,-122.114,2740.0,8729,6,1,0,0,0,0,0,0,1,0,0,806525.0
9817,3,2.25,7740.0,1.0,0,3,6,1410.0,0,95,0,-122.371,1220.0,7740,6,2,0,0,1,0,0,0,0,0,0,490000.0
9818,4,2.5,8167.0,2.0,0,2,9,3060.0,0,13,0,-121.989,2930.0,4800,5,1,0,0,0,0,0,1,0,0,0,753000.0
9819,3,1.75,7210.0,1.0,0,2,7,1290.0,1200,46,0,-122.198,1610.0,7210,6,1,0,0,0,1,0,0,0,0,0,475000.0
9820,1,0.75,7203.0,1.5,0,2,6,840.0,0,69,0,-122.301,1560.0,8603,5,2,0,0,0,0,0,0,0,0,0,124000.0
9821,1,0.75,7203.0,1.5,0,2,6,840.0,0,69,0,-122.301,1560.0,8603,6,2,0,0,0,0,0,0,0,0,0,224000.0
9822,2,1.0,3800.0,1.0,0,2,7,1130.0,0,102,0,-122.378,1470.0,3800,5,2,0,0,0,0,1,0,0,0,0,485000.0
9823,4,1.75,6000.0,1.0,0,2,6,1270.0,580,74,0,-122.247,1270.0,6600,5,2,1,0,0,0,0,0,0,0,0,230000.0
9824,4,2.75,14175.0,1.0,0,2,7,1800.0,530,38,0,-122.194,1480.0,10125,5,1,1,0,0,0,0,0,0,0,0,372000.0
9825,4,2.5,9426.0,2.0,0,2,7,1880.0,0,28,0,-122.089,1760.0,7040,6,1,1,0,0,0,0,0,0,0,0,306000.0
9826,4,3.5,3000.0,2.0,0,2,9,2340.0,640,10,0,-122.326,1810.0,4545,5,0,0,0,0,0,0,1,0,0,0,806525.0
9827,4,1.0,6678.0,1.0,0,2,7,1040.0,400,68,0,-122.392,1320.0,6678,6,2,0,0,0,0,1,0,0,0,0,440000.0
9828,3,1.75,10001.0,1.0,0,2,7,1100.0,530,41,0,-122.12,1630.0,10001,6,1,1,0,0,0,0,0,0,0,0,280000.0
9829,3,2.5,147823.0,2.0,0,2,7,1778.0,0,19,0,-121.915,2840.0,43676,5,1,0,0,1,0,0,0,0,0,0,435000.0
9830,3,2.5,4500.0,2.0,0,2,8,1930.0,0,28,0,-122.001,1770.0,4500,5,1,0,0,0,0,0,1,0,0,0,425000.0
9831,2,0.75,11429.0,1.0,0,2,7,1130.0,0,62,0,-122.284,1550.0,10700,5,2,0,0,0,0,0,0,0,0,0,204950.0
9832,2,1.75,7500.0,1.0,0,2,7,1000.0,650,59,0,-122.207,2530.0,9000,5,2,0,0,0,0,0,0,1,0,0,670000.0
9833,2,1.0,2723.0,1.0,0,2,7,820.0,0,97,0,-122.339,1370.0,3850,5,2,0,0,0,0,1,0,0,0,0,475000.0
9834,5,2.5,6650.0,1.0,0,2,7,1450.0,1450,54,0,-122.332,1600.0,8246,6,2,0,0,0,0,0,0,0,0,0,352000.0
9835,4,1.75,8800.0,1.0,2,2,7,1260.0,1070,57,0,-122.113,2270.0,8800,6,2,0,0,0,0,1,0,0,0,0,575000.0
9836,4,3.5,20668.0,2.0,2,3,10,3240.0,1200,53,0,-122.235,4240.0,18650,5,2,0,0,0,0,0,0,0,0,1,806525.0
9837,3,2.0,5070.0,2.0,3,2,8,1660.0,0,68,1990,-122.296,2440.0,6664,5,2,0,1,0,0,0,0,0,0,0,491000.0
9838,4,2.5,7465.0,2.0,0,2,9,3020.0,0,14,0,-121.98,3100.0,5587,5,1,0,0,0,0,0,0,0,1,0,750000.0
9839,4,2.5,50662.0,1.0,0,2,8,1430.0,420,40,0,-122.119,2090.0,10599,5,1,0,0,0,0,0,1,0,0,0,806525.0
9840,6,3.75,20197.0,2.0,4,2,10,3900.0,2060,13,0,-121.869,3860.0,12800,6,1,0,0,0,1,0,0,0,0,0,806525.0
9841,3,1.0,27442.0,1.0,0,2,6,960.0,0,48,0,-122.134,1100.0,29019,5,1,0,1,0,0,0,0,0,0,0,137124.0
9842,4,1.0,6000.0,1.5,0,2,6,1150.0,0,111,0,-122.283,840.0,3030,5,2,0,1,0,0,0,0,0,0,0,225000.0
9843,4,2.5,7300.0,1.0,0,2,7,1230.0,900,55,0,-122.167,2130.0,7560,5,2,0,0,0,0,0,0,0,1,0,732600.0
9844,4,2.25,8001.0,2.0,0,2,8,2460.0,0,34,0,-122.154,2460.0,9126,6,1,0,0,0,0,0,0,1,0,0,806525.0
9845,3,2.25,14950.0,1.0,0,2,9,2360.0,0,40,0,-122.158,2720.0,14388,5,1,1,0,0,0,0,0,0,0,0,431000.0
9846,2,2.25,1034.0,3.0,0,2,7,1320.0,0,22,0,-122.344,1330.0,1206,5,1,0,1,0,0,0,0,0,0,0,304000.0
9847,5,2.0,4667.0,1.0,0,2,7,1010.0,900,110,0,-122.306,1230.0,2545,5,2,0,0,0,0,0,0,0,1,0,650000.0
9848,2,2.0,6160.0,2.0,0,2,8,1610.0,0,41,0,-122.13,1750.0,6305,6,1,0,0,0,0,0,1,0,0,0,450000.0
9849,4,1.0,8401.0,1.0,0,2,7,1610.0,0,60,0,-122.165,1610.0,8401,5,2,0,0,1,0,0,0,0,0,0,269000.0
9850,3,1.0,10732.0,1.0,0,2,7,1160.0,0,65,0,-122.205,2390.0,13656,5,2,0,0,0,0,0,0,0,0,1,806525.0
9851,4,2.25,8393.0,1.0,0,2,8,1480.0,1390,41,0,-122.245,2930.0,9850,6,1,0,0,0,0,0,0,0,0,1,806525.0
9852,4,2.5,9725.0,2.0,0,2,8,2280.0,0,32,0,-122.141,2140.0,8780,5,1,0,0,0,0,1,0,0,0,0,565000.0
9853,2,2.0,1339.0,2.0,0,2,8,1150.0,220,12,0,-122.295,1370.0,1339,6,1,0,0,0,0,0,1,0,0,0,448175.0
9854,0,0.0,4800.0,2.0,0,2,7,1470.0,0,22,0,-121.828,1060.0,7200,5,1,0,0,0,1,0,0,0,0,0,235000.0
9855,5,3.0,6500.0,2.0,0,2,9,2970.0,0,18,0,-122.018,2970.0,6588,5,1,0,0,0,0,0,0,0,1,0,680000.0
9856,3,1.75,12367.0,2.0,4,2,8,1120.0,340,48,0,-122.375,1970.0,18893,6,1,0,0,0,0,0,0,0,0,0,629000.0
9857,3,3.5,1486.0,2.5,0,2,8,1330.0,240,18,0,-122.384,1610.0,1486,6,1,0,0,0,0,0,0,1,0,0,494000.0
9858,4,3.0,5500.0,2.0,0,2,9,1920.0,960,92,0,-122.317,2110.0,5500,6,2,0,0,0,0,0,0,1,0,0,806525.0
9859,5,2.5,9460.0,1.0,0,2,7,1190.0,710,49,0,-122.202,1940.0,8360,6,1,0,0,0,1,0,0,0,0,0,450000.0
9860,3,1.75,11050.0,1.0,0,2,8,1320.0,700,49,0,-122.119,1940.0,11050,5,1,0,0,0,1,0,0,0,0,0,330000.0
9861,4,2.5,11397.0,2.0,3,2,10,3110.0,0,34,0,-122.106,3110.0,11586,5,1,0,0,0,0,0,0,1,0,0,806525.0
9862,4,2.5,7056.0,2.0,0,2,9,2390.0,0,28,0,-122.264,2590.0,7801,5,1,0,0,0,0,0,0,0,0,0,360000.0
9863,3,2.5,11672.0,2.0,0,2,8,2150.0,0,14,0,-122.006,2150.0,5450,5,1,0,1,0,0,0,0,0,0,0,378000.0
9864,3,1.75,6250.0,1.0,0,2,7,1090.0,250,77,0,-122.386,1550.0,1755,5,2,0,0,0,0,1,0,0,0,0,499950.0
9865,3,2.5,12866.0,2.0,0,2,7,1990.0,0,32,0,-122.17,2310.0,8803,5,1,0,0,0,0,1,0,0,0,0,450000.0
9866,2,2.0,5969.0,1.0,0,2,7,800.0,800,68,0,-122.394,1520.0,5969,5,2,0,0,0,0,1,0,0,0,0,523500.0
9867,3,2.5,43995.0,2.0,0,2,9,2680.0,0,32,0,-122.086,2520.0,37277,5,1,0,0,0,0,0,1,0,0,0,600000.0
9868,3,2.5,4828.0,2.0,0,2,8,2080.0,0,16,0,-122.132,2190.0,4620,5,1,1,0,0,0,0,0,0,0,0,290000.0
9869,3,3.25,5434.0,2.0,0,2,7,1340.0,0,32,0,-122.045,1670.0,6203,6,1,0,1,0,0,0,0,0,0,0,176000.0
9870,3,2.0,3750.0,1.5,0,3,7,1790.0,800,114,0,-122.353,2440.0,4000,5,2,0,0,0,0,0,0,0,1,0,806525.0
9871,2,1.75,3000.0,1.5,0,2,7,1240.0,0,112,0,-122.326,1800.0,4080,5,2,0,0,0,0,0,0,1,0,0,483000.0
9872,3,1.0,7125.0,1.0,0,2,7,1310.0,0,40,0,-122.148,1650.0,7290,6,1,1,0,0,0,0,0,0,0,0,240000.0
9873,4,2.25,5200.0,1.0,1,2,8,1530.0,1000,61,0,-122.382,2240.0,5200,5,2,0,0,0,0,1,0,0,0,0,720000.0
9874,4,2.5,5822.0,2.0,0,2,7,1780.0,0,17,0,-122.169,1990.0,4092,5,1,0,1,0,0,0,0,0,0,0,311000.0
9875,3,2.0,7995.0,1.0,0,2,7,1600.0,0,68,1984,-122.257,2440.0,6900,6,2,0,1,0,0,0,0,0,0,0,332500.0
9876,3,1.75,15330.0,1.0,0,2,7,1080.0,490,62,0,-122.34,1250.0,13330,5,2,0,0,1,0,0,0,0,0,0,164950.0
9877,3,1.75,15330.0,1.0,0,2,7,1080.0,490,62,0,-122.34,1250.0,13330,6,2,0,0,1,0,0,0,0,0,0,371000.0
9878,3,1.75,16200.0,1.0,0,2,7,1650.0,0,42,0,-122.168,1650.0,8680,6,1,1,0,0,0,0,0,0,0,0,264500.0
9879,4,2.25,6513.0,2.0,0,2,9,2260.0,660,81,0,-122.29,4510.0,9248,5,2,0,0,0,0,0,0,0,1,0,806525.0
9880,2,1.0,4280.0,1.0,2,2,6,870.0,0,97,0,-122.29,1750.0,4280,6,2,0,0,0,0,0,0,1,0,0,503000.0
9881,4,2.5,5010.0,2.0,0,2,9,2170.0,660,18,0,-122.327,1880.0,5739,5,1,0,0,0,0,0,1,0,0,0,738000.0
9882,2,1.0,3350.0,1.0,0,2,7,980.0,0,93,0,-122.352,1260.0,4000,5,2,0,0,0,0,1,0,0,0,0,393000.0
9883,2,1.0,45528.0,1.0,0,2,7,990.0,0,26,0,-122.463,1730.0,45528,6,1,0,0,0,1,0,0,0,0,0,280000.0
9884,4,2.5,9647.0,1.0,2,2,8,1530.0,830,54,0,-122.332,2580.0,9680,6,2,1,0,0,0,0,0,0,0,0,260000.0
9885,2,1.0,4640.0,1.0,2,2,7,1000.0,0,103,0,-122.389,1940.0,5800,6,2,0,0,0,0,1,0,0,0,0,505000.0
9886,3,1.5,8000.0,1.0,0,2,7,1120.0,540,42,0,-122.172,1900.0,7500,6,1,1,0,0,0,0,0,0,0,0,241000.0
9887,3,1.75,9605.0,1.0,0,2,7,1520.0,0,43,0,-122.142,2040.0,9900,6,1,0,0,0,0,0,1,0,0,0,530000.0
9888,1,1.0,4000.0,1.5,2,2,8,840.0,340,108,0,-122.266,1420.0,4000,5,2,0,1,0,0,0,0,0,0,0,713000.0
9889,3,1.75,10125.0,2.0,0,2,7,1770.0,0,74,1978,-122.353,1680.0,9825,5,2,0,1,0,0,0,0,0,0,0,487000.0
9890,2,1.0,5393.0,1.0,0,2,6,980.0,0,49,0,-122.081,980.0,5200,5,1,1,0,0,0,0,0,0,0,0,128000.0
